sample_id,model_1,model_2,model_3,mean,std
sample_81576,8.8635,9.5032,9.0137,9.1268,0.3345
sample_81577,7.7188,8.3598,7.866,7.9815,0.3358
sample_81578,9.0083,9.4332,9.1653,9.2022,0.2148
sample_81579,8.2366,8.7082,8.2702,8.405,0.2631
sample_81580,8.1508,8.6613,8.1307,8.3143,0.3007
sample_81581,8.9388,9.5942,9.258,9.2637,0.3277
sample_81582,8.2819,8.6242,8.2361,8.3807,0.2121
sample_81583,9.1156,9.7298,9.1748,9.3401,0.3388
sample_81584,8.3073,8.6499,8.3869,8.448,0.1793
sample_81585,8.2895,8.666,8.2392,8.3982,0.2332
sample_81586,9.0543,9.3139,8.8619,9.0767,0.2268
sample_81587,8.3135,8.5147,8.1905,8.3396,0.1637
sample_81588,8.9838,9.447,9.1642,9.1984,0.2335
sample_81589,8.0585,8.6153,8.1272,8.267,0.3035
sample_81590,8.4218,8.7896,8.3912,8.5342,0.2217
sample_81591,9.2918,9.6745,9.2389,9.4017,0.2377
sample_81592,7.9236,8.5651,7.8337,8.1075,0.3988
sample_81593,8.0265,8.297,7.9955,8.1063,0.1659
sample_81594,9.2132,9.8563,9.2689,9.4462,0.3563
sample_81595,8.7106,9.275,8.9129,8.9662,0.2859
sample_81596,9.2622,9.7173,9.31,9.4299,0.2501
sample_81597,8.765,8.8511,8.6237,8.7466,0.1148
sample_81598,8.855,9.5366,9.0575,9.1497,0.35
sample_81599,8.0848,8.5082,8.074,8.2223,0.2477
sample_81600,8.5294,8.7709,8.5113,8.6039,0.145
sample_81601,9.0753,9.4903,9.1083,9.2246,0.2307
sample_81602,9.3587,9.7567,9.4222,9.5125,0.2138
sample_81603,7.4912,8.3116,7.5173,7.7734,0.4663
sample_81604,8.5715,8.5427,8.2793,8.4645,0.161
sample_81605,9.0298,9.546,9.1755,9.2504,0.2661
sample_81606,9.1993,9.7445,9.1956,9.3798,0.3159
sample_81607,8.4976,8.8569,8.3818,8.5788,0.2478
sample_81608,7.642,8.1726,7.6641,7.8262,0.3002
sample_81609,8.9392,8.9342,8.6634,8.8456,0.1578
sample_81610,8.5076,9.128,8.5741,8.7366,0.3406
sample_81611,8.8955,9.4041,9.0415,9.1137,0.2618
sample_81612,9.2123,9.6604,9.387,9.4199,0.2258
sample_81613,9.0531,9.5595,9.1072,9.2399,0.2781
sample_81614,9.4091,9.7677,9.2583,9.4783,0.2617
sample_81615,7.7297,8.1042,7.6672,7.8337,0.2363
sample_81616,8.4023,8.8557,8.3232,8.5271,0.2874
sample_81617,7.5711,8.2878,7.609,7.8227,0.4033
sample_81618,8.0496,8.3378,8.0812,8.1562,0.158
sample_81619,8.0304,8.1651,7.8881,8.0279,0.1385
sample_81620,8.0039,8.535,8.0307,8.1899,0.2992
sample_81621,9.0802,9.8093,9.2767,9.3887,0.3773
sample_81622,8.9509,9.4378,9.0449,9.1445,0.2583
sample_81623,7.6896,8.0424,7.7381,7.8233,0.1912
sample_81624,8.4562,9.0928,8.4716,8.6735,0.3632
sample_81625,8.6772,8.8983,8.5997,8.7251,0.1549
sample_81626,9.3577,9.924,9.5457,9.6091,0.2884
sample_81627,7.9119,8.2473,7.7318,7.9637,0.2616
sample_81628,8.3125,8.6068,8.2659,8.3951,0.1849
sample_81629,8.7261,9.007,8.7228,8.8186,0.1631
sample_81630,7.9434,8.5346,7.9995,8.1591,0.3263
sample_81631,9.0315,9.5113,9.2355,9.2594,0.2408
sample_81632,9.0359,9.5214,9.1645,9.2406,0.2515
sample_81633,8.3369,8.7748,8.4376,8.5164,0.2294
sample_81634,8.9985,9.3987,9.0467,9.148,0.2184
sample_81635,8.0232,8.5693,8.0208,8.2044,0.316
sample_81636,9.1317,9.6147,9.1095,9.2853,0.2855
sample_81637,8.2345,8.7208,8.1992,8.3848,0.2915
sample_81638,8.9134,9.4743,8.9992,9.1289,0.3022
sample_81639,9.1779,9.649,9.3305,9.3858,0.2404
sample_81640,9.3154,9.8392,9.4666,9.5404,0.2696
sample_81641,8.269,8.5585,8.0672,8.2982,0.247
sample_81642,8.2837,8.6446,8.3428,8.4237,0.1936
sample_81643,8.5628,9.0495,8.8128,8.8083,0.2434
sample_81644,8.5329,9.0064,8.5427,8.694,0.2706
sample_81645,8.2916,8.7972,8.1803,8.423,0.3288
sample_81646,9.1498,9.3444,9.2184,9.2375,0.0987
sample_81647,8.3289,9.0004,8.5753,8.6349,0.3397
sample_81648,8.3171,8.483,8.2744,8.3581,0.1102
sample_81649,8.5112,8.8642,8.5344,8.6366,0.1975
sample_81650,8.3866,8.8766,8.351,8.538,0.2937
sample_81651,7.9563,8.3867,8.0613,8.1348,0.2244
sample_81652,9.3618,9.7305,9.2547,9.449,0.2496
sample_81653,8.6722,9.0985,8.5212,8.7639,0.2994
sample_81654,7.8986,8.4241,7.9242,8.0823,0.2963
sample_81655,8.6135,9.2558,8.7314,8.8669,0.3419
sample_81656,8.9047,9.3512,9.0053,9.0871,0.2342
sample_81657,8.789,9.2605,8.6926,8.9141,0.3039
sample_81658,7.4303,8.014,7.4907,7.645,0.321
sample_81659,9.4059,10.0049,9.5006,9.6371,0.322
sample_81660,8.6269,8.8992,8.662,8.7294,0.1481
sample_81661,9.2945,9.64,9.2731,9.4025,0.2059
sample_81662,9.4018,9.6366,9.4034,9.4806,0.1351
sample_81663,7.4402,8.2526,7.5832,7.7587,0.4337
sample_81664,8.8334,8.9691,8.5093,8.7706,0.2363
sample_81665,9.1597,9.6442,9.2141,9.3393,0.2654
sample_81666,8.7561,9.4126,8.8534,9.0074,0.3543
sample_81667,9.085,9.6032,9.2444,9.3108,0.2654
sample_81668,8.7364,9.4252,8.979,9.0469,0.3493
sample_81669,7.7685,8.2709,7.6822,7.9072,0.3179
sample_81670,8.4837,8.9659,8.3541,8.6012,0.3224
sample_81671,9.2228,9.698,9.3688,9.4299,0.2434
sample_81672,8.4597,8.9395,8.4822,8.6271,0.2707
sample_81673,9.2059,9.6631,9.2832,9.3841,0.2447
sample_81674,8.8561,9.5135,8.9456,9.105,0.3565
sample_81675,8.1683,8.4548,8.228,8.2837,0.1512
sample_81676,8.8901,9.4974,9.0695,9.1523,0.312
sample_81677,9.0936,9.601,9.1169,9.2705,0.2864
sample_81678,8.2042,8.3582,7.9068,8.1564,0.2295
sample_81679,9.1299,9.6981,9.421,9.4163,0.2842
sample_81680,9.184,9.763,9.3365,9.4278,0.3001
sample_81681,8.7826,8.89,8.5719,8.7482,0.1618
sample_81682,8.0686,8.4732,7.8438,8.1285,0.319
sample_81683,9.19,9.7975,9.3898,9.4591,0.3096
sample_81684,8.4226,8.753,8.3178,8.4978,0.2271
sample_81685,8.3569,8.5773,8.4483,8.4608,0.1107
sample_81686,8.7896,8.9056,8.4002,8.6984,0.2647
sample_81687,8.9104,9.4154,8.9757,9.1005,0.2747
sample_81688,8.0168,8.5534,8.0471,8.2058,0.3014
sample_81689,8.7431,8.8462,8.5259,8.7051,0.1635
sample_81690,8.3715,8.6212,8.2835,8.4254,0.1752
sample_81691,8.005,8.368,7.9458,8.1063,0.2286
sample_81692,9.1031,9.5607,9.2711,9.3117,0.2315
sample_81693,8.6483,8.6861,8.4369,8.5904,0.1343
sample_81694,8.7068,9.5106,8.952,9.0565,0.4119
sample_81695,8.8775,9.4076,9.0834,9.1229,0.2672
sample_81696,9.0224,9.6699,9.1173,9.2699,0.3497
sample_81697,8.517,9.1157,8.6061,8.7463,0.323
sample_81698,8.5734,9.1545,8.8102,8.8461,0.2922
sample_81699,9.3623,9.7516,9.2727,9.4622,0.2546
sample_81700,9.3003,9.8341,9.3639,9.4994,0.2916
sample_81701,8.3653,8.6776,8.2968,8.4466,0.203
sample_81702,8.9067,9.3563,9.0894,9.1174,0.2261
sample_81703,8.5269,8.5696,8.3206,8.4724,0.1332
sample_81704,7.4711,8.0265,7.6163,7.7046,0.288
sample_81705,8.2441,8.5349,8.1578,8.3123,0.1976
sample_81706,7.7993,8.3485,7.7419,7.9632,0.3349
sample_81707,7.6901,8.4411,7.7655,7.9656,0.4135
sample_81708,8.9398,9.2451,8.8458,9.0102,0.2088
sample_81709,8.6862,8.8975,8.4945,8.6927,0.2016
sample_81710,8.689,9.3825,8.9374,9.003,0.3514
sample_81711,8.4808,9.0235,8.6849,8.7297,0.2741
sample_81712,8.4973,8.9916,8.5296,8.6728,0.2765
sample_81713,8.4928,8.6632,8.3672,8.5077,0.1486
sample_81714,8.6574,9.273,8.7899,8.9068,0.324
sample_81715,8.5395,9.0267,8.7227,8.763,0.2461
sample_81716,7.639,8.0594,7.6567,7.7851,0.2377
sample_81717,9.474,9.8544,9.3878,9.572,0.2483
sample_81718,8.4895,9.2799,8.7053,8.8249,0.4086
sample_81719,8.2337,8.6232,8.2407,8.3658,0.2229
sample_81720,8.6052,8.946,8.6144,8.7219,0.1941
sample_81721,9.0229,9.6098,9.1849,9.2725,0.3031
sample_81722,9.279,9.6832,9.4248,9.4623,0.2047
sample_81723,8.9492,9.5275,9.114,9.1969,0.2979
sample_81724,8.9827,9.5387,9.0515,9.191,0.3031
sample_81725,8.2163,8.6573,8.172,8.3485,0.2683
sample_81726,7.5817,8.2068,7.7277,7.8388,0.327
sample_81727,9.168,9.4763,8.94,9.1948,0.2691
sample_81728,7.5946,8.0438,7.6199,7.7528,0.2523
sample_81729,7.0011,7.7729,7.2704,7.3481,0.3917
sample_81730,8.3713,8.8059,8.5213,8.5662,0.2207
sample_81731,8.1471,8.3867,7.9045,8.1461,0.2411
sample_81732,9.0195,9.6829,9.2144,9.3056,0.341
sample_81733,8.5045,8.6162,8.3036,8.4748,0.1584
sample_81734,8.4025,8.8975,8.47,8.59,0.2684
sample_81735,9.0559,9.5588,9.1485,9.2544,0.2677
sample_81736,9.3962,9.9033,9.3451,9.5482,0.3086
sample_81737,8.722,9.0378,8.4729,8.7442,0.2831
sample_81738,7.9156,8.512,7.984,8.1372,0.3264
sample_81739,7.4212,8.1742,7.5855,7.727,0.3959
sample_81740,9.2798,9.7042,9.2309,9.4049,0.2603
sample_81741,9.7167,10.1469,9.772,9.8785,0.2341
sample_81742,8.9553,9.5643,9.0543,9.1913,0.3268
sample_81743,7.6755,8.5133,7.922,8.037,0.4306
sample_81744,9.1265,9.4981,9.0979,9.2408,0.2233
sample_81745,7.3317,8.1832,7.3136,7.6095,0.4969
sample_81746,7.6882,8.1524,7.6807,7.8404,0.2702
sample_81747,8.5432,8.8507,8.4679,8.6206,0.2028
sample_81748,8.2823,8.7579,8.2725,8.4375,0.2775
sample_81749,8.522,8.8794,8.5064,8.636,0.211
sample_81750,8.7714,9.297,9.0536,9.0407,0.2631
sample_81751,8.4819,8.791,8.3119,8.5283,0.2429
sample_81752,9.1016,9.5212,9.1761,9.2663,0.2238
sample_81753,7.5355,8.0577,7.619,7.7374,0.2805
sample_81754,9.2896,9.7377,9.2484,9.4252,0.2714
sample_81755,8.6473,8.8368,8.5272,8.6704,0.1561
sample_81756,7.7266,8.5325,7.86,8.0397,0.4319
sample_81757,8.8775,8.944,8.5918,8.8044,0.1871
sample_81758,9.0233,9.5224,9.2205,9.2554,0.2514
sample_81759,9.1102,9.8261,9.2143,9.3835,0.3868
sample_81760,8.6778,9.2567,8.8958,8.9434,0.2924
sample_81761,9.0927,9.1426,8.8721,9.0358,0.1439
sample_81762,8.68,9.2763,8.7439,8.9001,0.3274
sample_81763,7.6942,8.2327,7.8104,7.9124,0.2834
sample_81764,8.5384,8.98,8.5229,8.6805,0.2596
sample_81765,7.7103,8.1994,7.807,7.9056,0.259
sample_81766,8.0579,8.6516,8.1534,8.2876,0.3188
sample_81767,7.8631,8.4636,8.1403,8.1557,0.3005
sample_81768,9.111,9.5864,9.2129,9.3034,0.2503
sample_81769,7.9895,8.4144,7.8388,8.0809,0.2985
sample_81770,7.8551,8.4537,7.8629,8.0573,0.3434
sample_81771,8.1898,8.7069,8.2422,8.3796,0.2846
sample_81772,7.2191,7.8905,7.2772,7.4622,0.372
sample_81773,9.2168,9.743,9.3002,9.42,0.2828
sample_81774,7.6562,8.0523,7.5513,7.7533,0.2642
sample_81775,9.1009,9.598,9.2653,9.3214,0.2533
sample_81776,8.2809,8.7434,8.2535,8.4259,0.2753
sample_81777,8.9012,9.0536,8.6986,8.8845,0.1781
sample_81778,8.3499,8.6393,8.4821,8.4904,0.1449
sample_81779,8.109,8.766,8.3094,8.3948,0.3367
sample_81780,8.2217,8.6349,8.2739,8.3768,0.225
sample_81781,8.4996,9.1185,8.8401,8.8194,0.31
sample_81782,7.9157,8.2875,7.9047,8.0359,0.2179
sample_81783,8.777,8.8537,8.5918,8.7408,0.1347
sample_81784,8.9178,9.5579,9.1313,9.2023,0.3259
sample_81785,9.4092,9.8331,9.4466,9.5629,0.2347
sample_81786,9.4257,9.9706,9.4099,9.602,0.3192
sample_81787,8.5663,8.7588,8.3609,8.562,0.199
sample_81788,7.7605,8.3327,7.8155,7.9696,0.3157
sample_81789,9.0837,9.6653,9.3168,9.3552,0.2927
sample_81790,9.3726,9.7969,9.3846,9.518,0.2416
sample_81791,7.8053,8.1465,7.6549,7.8689,0.2519
sample_81792,9.1646,9.6219,9.2174,9.3347,0.2502
sample_81793,9.2306,9.5805,9.1853,9.3321,0.2163
sample_81794,9.5696,10.1051,9.5769,9.7505,0.3071
sample_81795,9.2109,9.8427,9.2393,9.431,0.3569
sample_81796,9.5119,10.053,9.5485,9.7045,0.3024
sample_81797,8.4392,8.606,8.3185,8.4546,0.1444
sample_81798,8.7828,8.8855,8.587,8.7518,0.1517
sample_81799,7.7803,8.3411,7.8961,8.0059,0.2961
sample_81800,8.7469,9.2905,8.9763,9.0046,0.2729
sample_81801,8.7218,9.2648,8.9095,8.9654,0.2758
sample_81802,8.3545,8.833,8.2856,8.491,0.2981
sample_81803,8.684,9.0011,8.6765,8.7872,0.1853
sample_81804,7.9482,8.4976,7.9013,8.1157,0.3316
sample_81805,7.9727,8.1974,7.6831,7.9511,0.2578
sample_81806,8.0616,8.6,8.0925,8.2513,0.3024
sample_81807,8.155,8.599,8.343,8.3657,0.2229
sample_81808,8.8074,9.0694,8.6802,8.8523,0.1985
sample_81809,8.1596,8.6038,8.2288,8.3307,0.239
sample_81810,9.4302,9.8503,9.4288,9.5698,0.243
sample_81811,7.7311,8.253,7.6751,7.8864,0.3187
sample_81812,9.1206,9.7593,9.2204,9.3668,0.3436
sample_81813,8.4131,8.7471,8.34,8.5001,0.217
sample_81814,8.0585,8.4096,8.0763,8.1815,0.1978
sample_81815,9.4329,9.8224,9.3747,9.5434,0.2435
sample_81816,8.757,9.0422,8.7266,8.8419,0.1741
sample_81817,8.8381,8.827,8.5299,8.7317,0.1748
sample_81818,9.0119,9.3685,8.946,9.1088,0.2273
sample_81819,8.5995,8.8798,8.6229,8.7008,0.1555
sample_81820,7.7171,8.1878,7.6653,7.8568,0.2879
sample_81821,7.74,8.312,7.7195,7.9239,0.3363
sample_81822,7.9786,8.5698,8.1047,8.2177,0.3114
sample_81823,7.8191,8.6331,7.9434,8.1319,0.4385
sample_81824,7.6661,8.6271,7.959,8.0841,0.4925
sample_81825,9.2127,9.4727,9.0994,9.2616,0.1914
sample_81826,7.8145,8.4203,7.7341,7.9896,0.3751
sample_81827,8.2596,8.53,8.1433,8.311,0.1984
sample_81828,8.6269,9.0246,8.6375,8.763,0.2266
sample_81829,9.0607,9.2428,8.9722,9.0919,0.1379
sample_81830,8.3527,8.6787,8.0699,8.3671,0.3046
sample_81831,7.7882,8.367,7.8852,8.0135,0.31
sample_81832,7.4111,7.9795,7.622,7.6709,0.2873
sample_81833,8.1886,8.6392,8.2909,8.3729,0.2362
sample_81834,8.5321,8.5031,8.2719,8.4357,0.1426
sample_81835,8.5618,8.9011,8.5252,8.6627,0.2073
sample_81836,9.3366,9.8666,9.3323,9.5118,0.3073
sample_81837,8.4086,8.7488,8.5521,8.5698,0.1708
sample_81838,8.7196,9.4126,8.9473,9.0265,0.3532
sample_81839,7.8868,8.4273,7.9291,8.081,0.3006
sample_81840,8.1167,8.5008,8.1711,8.2629,0.2078
sample_81841,8.3485,8.5956,8.1609,8.3683,0.218
sample_81842,8.421,8.9453,8.5336,8.6333,0.276
sample_81843,8.2413,8.8509,8.2775,8.4565,0.342
sample_81844,9.4175,9.8897,9.3551,9.5541,0.2923
sample_81845,9.1743,9.7319,9.3555,9.4206,0.2844
sample_81846,9.5735,9.8459,9.4587,9.626,0.1989
sample_81847,8.9597,9.2412,8.9422,9.0477,0.1678
sample_81848,9.3853,9.9583,9.4458,9.5965,0.3148
sample_81849,8.5773,9.0566,8.6997,8.7779,0.2491
sample_81850,8.5065,8.9718,8.4749,8.6511,0.2782
sample_81851,8.6781,8.9292,8.6074,8.7382,0.1691
sample_81852,8.0211,8.41,7.9554,8.1288,0.2457
sample_81853,8.1583,8.5334,8.1854,8.2924,0.2092
sample_81854,7.9937,8.4528,8.0999,8.1821,0.2404
sample_81855,8.8234,9.4541,8.9817,9.0864,0.3281
sample_81856,8.3921,8.7337,8.391,8.5056,0.1976
sample_81857,7.5051,8.0948,7.6167,7.7389,0.3133
sample_81858,7.8694,8.2794,7.8482,7.999,0.243
sample_81859,9.0056,9.6363,9.0769,9.2396,0.3454
sample_81860,8.7036,9.2075,8.9445,8.9519,0.2521
sample_81861,7.8544,8.5195,7.9449,8.1063,0.3607
sample_81862,8.8729,9.1668,8.656,8.8986,0.2564
sample_81863,9.2112,9.7283,9.3468,9.4288,0.2681
sample_81864,8.0657,8.3423,7.9107,8.1062,0.2186
sample_81865,8.8127,9.4184,8.9843,9.0718,0.3122
sample_81866,8.953,9.5432,9.0772,9.1912,0.3111
sample_81867,7.0181,7.5685,7.0843,7.2237,0.3005
sample_81868,8.9939,9.196,8.8639,9.018,0.1674
sample_81869,7.4284,8.146,7.4883,7.6876,0.3981
sample_81870,8.2605,8.7233,8.1988,8.3942,0.2867
sample_81871,9.4565,9.8844,9.4619,9.6009,0.2455
sample_81872,8.2085,8.678,8.124,8.3368,0.2985
sample_81873,7.4746,8.0728,7.5468,7.698,0.3265
sample_81874,8.0556,8.3567,8.0415,8.1513,0.178
sample_81875,8.5849,8.8864,8.3874,8.6196,0.2513
sample_81876,8.6503,9.0695,8.7903,8.8367,0.2134
sample_81877,9.202,9.7508,9.3798,9.4442,0.28
sample_81878,8.2848,8.5364,8.3274,8.3829,0.1346
sample_81879,8.5614,8.842,8.3935,8.5989,0.2266
sample_81880,8.6132,9.2594,8.8012,8.8912,0.3324
sample_81881,8.7525,9.0971,8.8171,8.8889,0.1832
sample_81882,7.7865,8.2069,7.7232,7.9055,0.2629
sample_81883,8.2124,8.5707,8.1972,8.3268,0.2114
sample_81884,9.3157,9.7293,9.342,9.4623,0.2316
sample_81885,8.0832,8.3145,7.9227,8.1068,0.197
sample_81886,8.7833,9.072,8.6854,8.8469,0.201
sample_81887,8.1978,8.6685,8.1862,8.3508,0.2751
sample_81888,8.8425,9.2493,8.8558,8.9825,0.2311
sample_81889,7.9701,8.2976,7.767,8.0116,0.2677
sample_81890,8.4393,8.7715,8.3731,8.528,0.2135
sample_81891,9.1956,9.6258,9.2721,9.3645,0.2295
sample_81892,8.8888,9.0868,8.8167,8.9308,0.1399
sample_81893,9.2203,9.4107,9.0658,9.2323,0.1728
sample_81894,8.669,8.9624,8.5813,8.7376,0.1996
sample_81895,8.6396,8.7811,8.6061,8.6756,0.0929
sample_81896,8.2642,8.5577,8.2504,8.3574,0.1736
sample_81897,8.7846,8.9306,8.6361,8.7838,0.1472
sample_81898,8.9892,9.539,9.0258,9.1847,0.3074
sample_81899,8.8746,9.2876,9.1295,9.0973,0.2084
sample_81900,8.9418,9.3594,8.9629,9.0881,0.2352
sample_81901,8.2952,8.7195,8.2368,8.4172,0.2634
sample_81902,8.4367,8.7545,8.3852,8.5255,0.2
sample_81903,9.0874,9.6602,9.2468,9.3315,0.2956
sample_81904,8.8861,8.9032,8.5566,8.7819,0.1954
sample_81905,7.583,8.3003,7.8484,7.9105,0.3627
sample_81906,7.692,8.2649,7.7196,7.8922,0.3231
sample_81907,8.9635,9.2059,8.8723,9.0139,0.1724
sample_81908,8.3092,8.6257,8.221,8.3853,0.2128
sample_81909,7.8136,8.379,7.9033,8.032,0.3039
sample_81910,8.7848,8.9758,8.6437,8.8014,0.1667
sample_81911,7.8143,8.4256,7.9123,8.0507,0.3283
sample_81912,7.9225,8.412,7.9449,8.0931,0.2764
sample_81913,8.6572,8.6887,8.3489,8.5649,0.1878
sample_81914,7.7068,8.2515,7.6515,7.8699,0.3316
sample_81915,8.1819,8.6614,8.1432,8.3289,0.2886
sample_81916,8.1439,8.4339,8.153,8.2436,0.1649
sample_81917,9.3082,9.7923,9.305,9.4685,0.2804
sample_81918,7.9796,8.3029,7.9342,8.0722,0.2011
sample_81919,7.4336,8.0995,7.4538,7.6623,0.3788
sample_81920,8.8579,9.3974,9.0437,9.0996,0.2741
sample_81921,8.743,9.3489,8.9043,8.9987,0.3138
sample_81922,8.752,8.8009,8.4815,8.6782,0.172
sample_81923,9.1552,9.6267,9.3065,9.3628,0.2408
sample_81924,7.1487,7.8651,7.3158,7.4432,0.3748
sample_81925,8.9661,9.5446,9.2354,9.2487,0.2895
sample_81926,8.3225,8.796,8.2456,8.4547,0.298
sample_81927,9.0875,9.6657,9.2954,9.3495,0.2929
sample_81928,9.4311,9.8417,9.406,9.5596,0.2446
sample_81929,7.7375,8.309,7.8749,7.9738,0.2983
sample_81930,6.8205,7.5122,6.976,7.1029,0.3629
sample_81931,8.9152,9.6643,9.0356,9.205,0.4023
sample_81932,7.4288,8.0755,7.4893,7.6646,0.3572
sample_81933,8.7981,9.187,8.7841,8.9231,0.2287
sample_81934,8.6032,9.36,8.9203,8.9612,0.3801
sample_81935,9.1023,9.6115,9.2463,9.32,0.2625
sample_81936,9.0567,9.5432,9.1661,9.2554,0.2553
sample_81937,9.446,9.9169,9.4169,9.5933,0.2806
sample_81938,7.8992,8.2793,7.9543,8.0443,0.2054
sample_81939,9.6947,10.0683,9.5977,9.7869,0.2484
sample_81940,8.025,8.5423,8.1078,8.2251,0.2779
sample_81941,7.5281,8.5699,7.8768,7.9916,0.5303
sample_81942,7.9103,8.4163,7.8869,8.0712,0.2991
sample_81943,7.9463,8.4806,8.024,8.1503,0.2887
sample_81944,7.8618,8.3693,7.9634,8.0648,0.2685
sample_81945,8.9827,9.5434,9.0823,9.2028,0.2991
sample_81946,8.2957,8.6609,8.102,8.3529,0.2838
sample_81947,8.2255,8.7815,8.5593,8.5221,0.2799
sample_81948,7.9684,8.4533,8.0036,8.1418,0.2703
sample_81949,7.3387,8.0658,7.5432,7.6492,0.375
sample_81950,9.4159,9.8266,9.4461,9.5629,0.2289
sample_81951,7.9504,8.4055,7.8619,8.0726,0.2917
sample_81952,9.1158,9.8202,9.1961,9.3773,0.3856
sample_81953,8.1447,8.4768,8.158,8.2598,0.188
sample_81954,8.9581,9.5812,9.0207,9.1867,0.3431
sample_81955,7.7794,8.3454,7.8294,7.9847,0.3133
sample_81956,8.323,8.9062,8.4313,8.5535,0.3102
sample_81957,8.6653,8.9615,8.6107,8.7459,0.1888
sample_81958,7.8973,8.2971,7.9292,8.0412,0.2222
sample_81959,9.6863,10.0613,9.6844,9.8107,0.2171
sample_81960,8.995,9.2652,8.8971,9.0524,0.1906
sample_81961,9.1322,9.5299,9.0598,9.2406,0.2531
sample_81962,7.5555,8.2148,7.6316,7.8006,0.3607
sample_81963,8.0698,8.3003,8.0465,8.1389,0.1403
sample_81964,8.6144,8.7554,8.4709,8.6135,0.1423
sample_81965,8.9137,9.4119,9.0992,9.1416,0.2518
sample_81966,9.3604,9.7784,9.413,9.5173,0.2277
sample_81967,7.2325,7.9467,7.3416,7.5069,0.3847
sample_81968,9.0183,9.5524,9.1662,9.2456,0.2757
sample_81969,7.5563,8.0428,7.6659,7.755,0.2552
sample_81970,9.1904,9.91,9.4343,9.5115,0.366
sample_81971,9.2408,9.7185,9.2601,9.4065,0.2704
sample_81972,8.3621,8.493,8.2558,8.3703,0.1188
sample_81973,8.1202,8.5699,8.033,8.241,0.2881
sample_81974,9.3617,9.8842,9.3594,9.5351,0.3024
sample_81975,8.9529,9.5253,9.0923,9.1901,0.2985
sample_81976,7.3831,8.154,7.5725,7.7032,0.4017
sample_81977,8.8019,9.3903,8.8932,9.0285,0.3166
sample_81978,7.6116,8.3508,7.7309,7.8978,0.3969
sample_81979,9.0775,9.5778,9.2637,9.3063,0.2529
sample_81980,8.0115,8.5926,7.9738,8.1926,0.3469
sample_81981,8.6167,9.0468,8.7334,8.7989,0.2224
sample_81982,7.7648,8.1321,7.6233,7.8401,0.2626
sample_81983,8.8145,8.9175,8.7143,8.8154,0.1016
sample_81984,8.0608,8.464,8.0753,8.2,0.2287
sample_81985,9.4034,9.9234,9.5653,9.6307,0.2661
sample_81986,8.7175,8.9414,8.6374,8.7654,0.1576
sample_81987,7.9542,8.5198,7.9731,8.149,0.3212
sample_81988,7.9181,8.5175,7.9725,8.136,0.3315
sample_81989,8.6389,8.9227,8.6288,8.7302,0.1669
sample_81990,8.2974,8.5728,8.302,8.3907,0.1577
sample_81991,8.9214,9.3003,9.0672,9.0963,0.1912
sample_81992,8.8357,9.0861,8.6441,8.8553,0.2217
sample_81993,9.5153,9.8577,9.404,9.5923,0.2365
sample_81994,8.7387,8.7402,8.4657,8.6482,0.158
sample_81995,8.3828,8.7583,8.2768,8.4727,0.253
sample_81996,8.9775,9.6112,9.1909,9.2599,0.3224
sample_81997,7.6718,8.2154,7.6303,7.8392,0.3265
sample_81998,9.3645,9.8349,9.2459,9.4818,0.3115
sample_81999,7.6195,8.225,7.7116,7.8521,0.3263
sample_82000,8.5311,9.0028,8.6078,8.7139,0.2532
sample_82001,7.6937,8.1938,7.6519,7.8465,0.3016
sample_82002,8.5747,9.0514,8.621,8.7491,0.2629
sample_82003,8.6193,9.058,8.6006,8.7593,0.2588
sample_82004,9.2659,9.7598,9.3843,9.47,0.2579
sample_82005,9.3073,9.7947,9.4827,9.5282,0.2469
sample_82006,7.3915,8.0218,7.5027,7.6387,0.3364
sample_82007,8.0492,8.1971,7.8777,8.0413,0.1599
sample_82008,8.1507,8.4433,8.1905,8.2615,0.1587
sample_82009,8.9897,9.5768,9.16,9.2421,0.3021
sample_82010,8.4236,8.5235,8.133,8.36,0.2029
sample_82011,8.1476,8.6873,8.2492,8.3613,0.2868
sample_82012,9.0316,9.674,9.334,9.3465,0.3214
sample_82013,8.0376,8.5448,7.9868,8.1897,0.3085
sample_82014,8.7087,8.94,8.6189,8.7559,0.1656
sample_82015,8.7604,9.0646,8.7365,8.8538,0.1829
sample_82016,8.328,8.5532,8.2266,8.3693,0.1671
sample_82017,9.1327,9.4534,9.0753,9.2205,0.2038
sample_82018,9.0677,9.418,9.1272,9.2043,0.1875
sample_82019,8.0158,8.3378,7.9259,8.0931,0.2166
sample_82020,8.4928,8.8827,8.4579,8.6111,0.2359
sample_82021,7.8919,8.4644,7.9608,8.1057,0.3125
sample_82022,7.6832,8.2582,7.8799,7.9405,0.2923
sample_82023,7.9778,8.5427,8.0939,8.2048,0.2983
sample_82024,8.0499,8.5306,8.0065,8.1956,0.2909
sample_82025,9.1814,9.6995,9.243,9.3746,0.2831
sample_82026,9.0883,9.6687,9.2621,9.3397,0.2979
sample_82027,7.9541,8.444,7.9754,8.1245,0.2769
sample_82028,8.1161,8.6304,8.0321,8.2595,0.3239
sample_82029,8.8509,8.9213,8.5497,8.774,0.1974
sample_82030,8.5441,8.756,8.5859,8.6287,0.1122
sample_82031,9.4634,9.9517,9.5623,9.6591,0.2581
sample_82032,8.4895,8.6775,8.2957,8.4875,0.1909
sample_82033,8.47,8.496,8.182,8.3827,0.1743
